=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.06.14 11:00:56 =~=~=~=~=~=~=~=~=~=~=~=
Jig Started!
0.01,-0.00,-0.00,-0.00,-0.01,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.01,0.01,-0.01,PASS
0.00,-0.01,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.01,0.00,-0.01,PASS
0.00,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.00,0.01,-0.00,PASS
0.01,-0.00,-0.01,0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.01,-0.00,-0.00,-0.00,-0.00,PASS
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
11.48,-3.58,-2.70,-2.50,-2.72,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.73,0.15,0.35,0.13,PASS
38.85,-10.42,-9.54,-9.34,-9.56,INVALID MEASUREMENT
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.73,0.15,0.35,0.13,PASS
586.17,-147.25,-146.37,-146.17,-146.39,INVALID MEASUREMENT
0.08,-0.73,0.15,0.35,0.13,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
-1181.19,-522.75,-1181.11,-1180.91,4065.95,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
-361.95,-362.75,1448.27,-361.67,-361.89,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
1.25,-2.49,1.33,1.53,-1.63,INVALID MEASUREMENT
1174.08,-294.22,-293.34,-293.14,-293.36,INVALID MEASUREMENT
0.08,-0.72,0.16,0.36,0.14,PASS
0.08,-0.72,0.16,0.36,0.14,PASS
-262.65,-263.45,-262.57,1051.25,-262.59,INVALID MEASUREMENT
-4.09,0.81,1.27,1.28,0.74,INVALID MEASUREMENT
0.26,-0.28,0.18,0.20,-0.35,PASS
-0.02,0.08,0.03,0.47,-0.57,PASS
0.02,-0.13,-0.08,0.26,-0.09,PASS
0.22,-0.45,0.24,-0.02,0.03,PASS
0.31,-0.33,0.20,-0.01,-0.18,PASS
-15.78,-16.22,-15.85,-16.02,63.87,INVALID MEASUREMENT
0.27,-0.17,0.21,0.03,-0.32,PASS
-0.15,0.14,-0.23,0.48,-0.23,PASS
0.36,-0.30,0.31,-0.09,-0.27,PASS
0.19,-0.36,0.12,0.10,-0.07,PASS
-482.17,1928.77,-482.18,-481.89,-482.53,INVALID MEASUREMENT
0.02,0.03,0.01,0.30,-0.34,PASS
0.15,-0.13,0.16,0.25,-0.44,PASS
0.07,-0.02,0.02,0.40,-0.45,PASS
0.00,-0.01,-0.02,0.33,-0.31,PASS
0.09,-0.08,-0.02,0.19,-0.20,PASS
0.21,-0.21,0.05,0.09,-0.14,PASS
-785.18,-785.21,-785.29,3140.79,-785.09,INVALID MEASUREMENT
-18.34,-18.37,73.05,-18.08,-18.24,INVALID MEASUREMENT
-0.04,-0.07,-0.15,0.22,0.06,PASS
0.00,-0.01,-0.15,0.31,-0.17,PASS
0.16,-0.27,-0.00,0.11,0.02,PASS
0.14,-0.18,0.02,0.14,-0.14,PASS
-0.03,-0.36,0.11,-0.05,0.34,PASS
-0.15,-0.02,-0.24,0.23,0.18,PASS
0.05,-0.11,-0.13,0.16,0.01,PASS
-0.12,-0.15,-0.06,0.33,-0.02,PASS
0.01,-0.09,-0.02,0.35,-0.26,PASS
0.11,-0.14,-0.01,0.15,-0.09,PASS
0.17,-0.13,-0.01,0.24,-0.29,PASS
0.01,-0.09,-0.11,0.17,0.04,PASS
0.32,-0.32,0.16,0.03,-0.19,PASS
0.01,-0.23,-0.01,0.17,0.06,PASS
0.13,-0.31,0.06,-0.01,0.11,PASS
-0.05,-0.02,-0.15,0.37,-0.17,PASS
0.10,-0.06,0.10,0.38,-0.51,PASS
0.31,-0.28,0.25,0.01,-0.31,PASS
-0.19,-0.16,-0.02,0.51,-0.16,FAIL
-66.82,267.93,-66.83,-66.85,-67.41,INVALID MEASUREMENT
0.20,-0.11,0.16,0.20,-0.43,PASS
1207.68,-301.88,-302.04,-301.68,-302.06,INVALID MEASUREMENT
-695.13,2780.55,-695.25,-694.89,-695.27,INVALID MEASUREMENT
-0.01,0.04,-0.13,0.23,-0.15,PASS
-0.32,0.08,-0.27,0.50,0.00,FAIL
-0.30,0.09,-0.27,0.49,0.01,PASS
-0.30,0.09,-0.28,0.49,0.01,PASS
0.04,-0.07,0.01,0.35,-0.31,PASS
0.04,-0.07,0.01,0.35,-0.31,PASS
0.04,-0.07,0.01,0.35,-0.31,PASS
0.04,-0.07,0.01,0.35,-0.31,PASS
0.04,-0.07,0.01,0.35,-0.31,PASS
-0.63,0.11,-0.59,0.97,0.15,FAIL
-0.33,0.06,-0.31,0.49,0.07,PASS
-0.33,0.06,-0.31,0.49,0.07,PASS
-0.32,0.06,-0.30,0.48,0.08,PASS
0.02,-0.10,-0.00,0.35,-0.25,PASS
0.02,-0.10,-0.00,0.35,-0.25,PASS
0.03,-0.10,-0.01,0.35,-0.25,PASS
-3.79,0.93,0.57,1.36,0.95,INVALID MEASUREMENT
-0.32,0.06,-0.31,0.49,0.07,PASS
