Ref,Val,Package,PosX,PosY,Rot,Side
"C40","1u","CAP_0805",2.000000,-4.000000,-0.000000,bottom
"C41","100n","CAP_0805",-5.500000,4.000000,-0.000000,bottom
"C42","100n","CAP_0805",2.000000,-6.000000,-0.000000,bottom
"C43","10u","CAP_0805",-5.500000,-2.000000,-0.000000,bottom
"C44","100n","CAP_0805",-2.000000,-6.000000,-0.000000,bottom
"C45","100n","CAP_0805",5.500000,-4.000000,180.000000,bottom
"C46","100n","CAP_0805",-5.500000,-6.000000,180.000000,bottom
"C47","100n","CAP_0805",5.500000,-6.000000,180.000000,bottom
"C48","100n","CAP_0805",-5.500000,-4.000000,180.000000,bottom
"C49","100n","CAP_0805",-2.000000,6.000000,-0.000000,bottom
"C50","N.F.18p","CAP_0805",5.500000,6.000000,180.000000,bottom
"C51","N.F.18p","CAP_0805",5.500000,4.000000,180.000000,bottom
"C52","100n","CAP_0805",15.875000,17.145000,90.000000,bottom
"C53","1u","CAP_0805",-2.000000,2.000000,-0.000000,bottom
"C54","100n","CAP_0805",-5.500000,2.000000,-0.000000,bottom
"C55","100n","CAP_0805",-5.500000,6.000000,-0.000000,bottom
"C56","100n","CAP_0805",-13.335000,17.145000,90.000000,bottom
"C57","100n","CAP_0805",-15.875000,17.145000,90.000000,bottom
"C58","100n","CAP_0805",-10.795000,17.145000,90.000000,bottom
"C59","100n","CAP_0805",-40.005000,17.145000,90.000000,bottom
"C60","100n","CAP_0805",-42.545000,17.145000,90.000000,bottom
"C61","100n","CAP_0805",-37.465000,17.145000,90.000000,bottom
"C62","100n","CAP_0805",40.005000,-9.525000,90.000000,bottom
"C63","100n","CAP_0805",37.465000,-9.525000,90.000000,bottom
"C64","100n","CAP_0805",42.545000,-9.525000,90.000000,bottom
"C65","100n","CAP_0805",13.335000,-9.525000,90.000000,bottom
"C66","100n","CAP_0805",10.795000,-9.525000,90.000000,bottom
"C67","100n","CAP_0805",15.875000,-9.525000,90.000000,bottom
"C68","100n","CAP_0805",-13.335000,-9.525000,90.000000,bottom
"C69","100n","CAP_0805",-15.875000,-9.525000,90.000000,bottom
"C70","100n","CAP_0805",-10.795000,-9.525000,90.000000,bottom
"C71","100n","CAP_0805",-40.005000,-9.525000,90.000000,bottom
"C72","100n","CAP_0805",-42.545000,-9.525000,90.000000,bottom
"C73","100n","CAP_0805",-37.465000,-9.525000,90.000000,bottom
"C74","100n","CAP_0805",40.005000,-36.195000,90.000000,bottom
"C75","100n","CAP_0805",37.465000,-36.195000,90.000000,bottom
"C76","100n","CAP_0805",42.545000,-36.195000,90.000000,bottom
"C77","100n","CAP_0805",13.335000,-36.195000,90.000000,bottom
"C78","100n","CAP_0805",10.795000,-36.195000,90.000000,bottom
"C79","100n","CAP_0805",15.875000,-36.195000,90.000000,bottom
"C80","100n","CAP_0805",-13.335000,-36.195000,90.000000,bottom
"C81","100n","CAP_0805",-15.875000,-36.195000,90.000000,bottom
"C82","100n","CAP_0805",-10.795000,-36.195000,90.000000,bottom
"C83","100n","CAP_0805",-40.005000,-36.195000,90.000000,bottom
"C84","100n","CAP_0805",-42.545000,-36.195000,90.000000,bottom
"C85","100n","CAP_0805",-37.465000,-36.195000,90.000000,bottom
"C86","100n","CAP_0805",24.130000,33.020000,90.000000,bottom
"C87","100n","CAP_0805",-29.210000,33.020000,90.000000,bottom
"C88","100n","CAP_0805",29.210000,20.320000,90.000000,bottom
"C89","100n","CAP_0805",-24.130000,20.320000,90.000000,bottom
"C90","100n","CAP_0805",29.210000,-6.350000,90.000000,bottom
"C91","100n","CAP_0805",-24.130000,-6.350000,90.000000,bottom
"C92","100n","CAP_0805",29.210000,-33.020000,90.000000,bottom
"C93","100n","CAP_0805",-24.130000,-33.020000,90.000000,bottom
"C94","100n","CAP_0805",0.000000,-17.780000,-0.000000,bottom
"C95","100n","CAP_0805",1.000000,-42.500000,270.000000,bottom
"FB1","600 Ohm @ 100MHz","FERRIT_0805",-5.500000,0.000000,-0.000000,bottom
"FB2","600 Ohm @ 100MHz","FERRIT_0805",5.500000,0.000000,-0.000000,bottom
"R1","10k","RES_0805",40.005000,36.195000,90.000000,bottom
"R2","10k","RES_0805",37.465000,36.195000,90.000000,bottom
"R3","10k","RES_0805",42.545000,36.195000,90.000000,bottom
"R4","10k","RES_0805",40.005000,40.005000,90.000000,bottom
"R5","10k","RES_0805",37.465000,40.005000,270.000000,bottom
"R6","10k","RES_0805",42.545000,40.005000,270.000000,bottom
"R7","10k","RES_0805",13.335000,36.195000,90.000000,bottom
"R8","10k","RES_0805",10.795000,36.195000,90.000000,bottom
"R9","10k","RES_0805",15.875000,36.195000,90.000000,bottom
"R10","10k","RES_0805",13.335000,40.005000,90.000000,bottom
"R11","10k","RES_0805",10.795000,40.005000,270.000000,bottom
"R12","10k","RES_0805",15.875000,40.005000,270.000000,bottom
"R13","10k","RES_0805",-13.335000,36.195000,90.000000,bottom
"R14","10k","RES_0805",-15.875000,36.195000,90.000000,bottom
"R15","10k","RES_0805",-10.795000,36.195000,90.000000,bottom
"R16","10k","RES_0805",-13.335000,40.005000,90.000000,bottom
"R17","10k","RES_0805",-15.875000,40.005000,270.000000,bottom
"R18","10k","RES_0805",-10.795000,40.005000,270.000000,bottom
"R19","10k","RES_0805",-40.005000,36.195000,90.000000,bottom
"R20","10k","RES_0805",-42.545000,36.195000,90.000000,bottom
"R21","10k","RES_0805",-37.465000,36.195000,90.000000,bottom
"R22","10k","RES_0805",-40.005000,40.005000,90.000000,bottom
"R23","10k","RES_0805",-42.545000,40.005000,270.000000,bottom
"R24","10k","RES_0805",-37.465000,40.005000,270.000000,bottom
"R25","10k","RES_0805",40.005000,9.525000,90.000000,bottom
"R26","10k","RES_0805",37.465000,9.525000,90.000000,bottom
"R27","10k","RES_0805",42.545000,9.525000,90.000000,bottom
"R28","10k","RES_0805",40.005000,13.335000,90.000000,bottom
"R29","10k","RES_0805",37.465000,13.335000,270.000000,bottom
"R30","10k","RES_0805",42.545000,13.335000,270.000000,bottom
"R31","10k","RES_0805",13.335000,9.525000,90.000000,bottom
"R32","10k","RES_0805",10.795000,9.525000,90.000000,bottom
"R33","10k","RES_0805",5.000000,-25.000000,90.000000,bottom
"R34","5k1","RES_0805",-3.175000,39.000000,270.000000,bottom
"R35","5k1","RES_0805",0.000000,47.000000,270.000000,bottom
"R36","10k","RES_0805",-2.000000,4.000000,180.000000,bottom
"R37","1M","RES_0805",2.500000,46.990000,270.000000,bottom
"R38","1k","RES_0805",1.905000,21.590000,-0.000000,bottom
"R39","1k","RES_0805",-1.905000,21.590000,180.000000,bottom
"R40","1k","RES_0805",-1.000000,-42.500000,90.000000,bottom
"R41","1k","RES_0805",-1.905000,19.685000,-0.000000,bottom
"R42","1k","RES_0805",1.905000,19.685000,180.000000,bottom
"R43","10k","RES_0805",15.875000,9.525000,90.000000,bottom
"R44","10k","RES_0805",13.335000,13.335000,90.000000,bottom
"R45","10k","RES_0805",10.795000,13.335000,270.000000,bottom
"R46","10k","RES_0805",15.875000,13.335000,270.000000,bottom
"R47","10k","RES_0805",-13.335000,9.525000,90.000000,bottom
"R48","10k","RES_0805",-15.875000,9.525000,90.000000,bottom
"R49","10k","RES_0805",-10.795000,9.525000,90.000000,bottom
"R50","10k","RES_0805",-13.335000,13.335000,90.000000,bottom
"R51","10k","RES_0805",-15.875000,13.335000,270.000000,bottom
"R52","10k","RES_0805",-10.795000,13.335000,270.000000,bottom
"R53","10k","RES_0805",-40.005000,9.525000,90.000000,bottom
"R54","10k","RES_0805",-42.545000,9.525000,90.000000,bottom
"R55","10k","RES_0805",-37.465000,9.525000,90.000000,bottom
"R56","10k","RES_0805",-40.005000,13.335000,90.000000,bottom
"R57","10k","RES_0805",-42.545000,13.335000,270.000000,bottom
"R58","10k","RES_0805",-37.465000,13.335000,270.000000,bottom
"R59","10k","RES_0805",40.005000,-17.145000,90.000000,bottom
"R60","10k","RES_0805",37.465000,-17.145000,90.000000,bottom
"R61","10k","RES_0805",42.545000,-17.145000,90.000000,bottom
"R62","10k","RES_0805",40.005000,-13.335000,90.000000,bottom
"R63","10k","RES_0805",37.465000,-13.335000,270.000000,bottom
"R64","10k","RES_0805",42.545000,-13.335000,270.000000,bottom
"R65","10k","RES_0805",13.335000,-17.145000,90.000000,bottom
"R66","10k","RES_0805",10.795000,-17.145000,90.000000,bottom
"R67","10k","RES_0805",15.875000,-17.145000,90.000000,bottom
"R68","10k","RES_0805",13.335000,-13.335000,90.000000,bottom
"R69","10k","RES_0805",10.795000,-13.335000,270.000000,bottom
"R70","10k","RES_0805",15.875000,-13.335000,270.000000,bottom
"R71","10k","RES_0805",-13.335000,-17.145000,90.000000,bottom
"R72","10k","RES_0805",-15.875000,-17.145000,90.000000,bottom
"R73","10k","RES_0805",-10.795000,-17.145000,90.000000,bottom
"R74","10k","RES_0805",-13.335000,-13.335000,90.000000,bottom
"R75","10k","RES_0805",-15.875000,-13.335000,270.000000,bottom
"R76","10k","RES_0805",-10.795000,-13.335000,270.000000,bottom
"R77","10k","RES_0805",-40.005000,-17.145000,90.000000,bottom
"R78","10k","RES_0805",-42.545000,-17.145000,90.000000,bottom
"R79","10k","RES_0805",-37.465000,-17.145000,90.000000,bottom
"R80","10k","RES_0805",-40.005000,-13.335000,90.000000,bottom
"R81","10k","RES_0805",-42.545000,-13.335000,270.000000,bottom
"R82","10k","RES_0805",-37.465000,-13.335000,270.000000,bottom
"R83","10k","RES_0805",40.005000,-43.815000,90.000000,bottom
"R84","10k","RES_0805",37.465000,-43.815000,90.000000,bottom
"R85","10k","RES_0805",42.545000,-43.815000,90.000000,bottom
"R86","10k","RES_0805",40.005000,-40.005000,90.000000,bottom
"R87","10k","RES_0805",37.465000,-40.005000,270.000000,bottom
"R88","10k","RES_0805",42.545000,-40.005000,270.000000,bottom
"R89","10k","RES_0805",13.335000,-43.815000,90.000000,bottom
"R90","10k","RES_0805",10.795000,-43.815000,90.000000,bottom
"R91","10k","RES_0805",15.875000,-43.815000,90.000000,bottom
"R92","10k","RES_0805",13.335000,-40.005000,90.000000,bottom
"R93","10k","RES_0805",10.795000,-40.005000,270.000000,bottom
"R94","10k","RES_0805",15.875000,-40.005000,270.000000,bottom
"R95","10k","RES_0805",-13.335000,-43.815000,90.000000,bottom
"R96","10k","RES_0805",-15.875000,-43.815000,90.000000,bottom
"R97","10k","RES_0805",-10.795000,-43.815000,90.000000,bottom
"R98","10k","RES_0805",-13.335000,-40.005000,90.000000,bottom
"R99","10k","RES_0805",-15.875000,-40.005000,270.000000,bottom
"R100","10k","RES_0805",-10.795000,-40.005000,270.000000,bottom
"R101","10k","RES_0805",-40.005000,-43.815000,90.000000,bottom
"R102","10k","RES_0805",-42.545000,-43.815000,90.000000,bottom
"R103","10k","RES_0805",-37.465000,-43.815000,90.000000,bottom
"R104","10k","RES_0805",-40.005000,-40.005000,90.000000,bottom
"R105","10k","RES_0805",-42.545000,-40.005000,270.000000,bottom
"R106","10k","RES_0805",-37.465000,-40.005000,270.000000,bottom
"U1","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",26.670000,40.005000,270.000000,bottom
"U2","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",-26.670000,40.005000,270.000000,bottom
"U3","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",0.000000,-25.400000,90.000000,bottom
"U4","SESRV05-4 ","SOT-23-6",0.000000,39.000000,90.000000,bottom
"U5","LN1134A332MR-G","SOT-23-5",2.000000,-1.000000,90.000000,bottom
"U6","LN1134A332MR-G","SOT-23-5",-2.000000,-1.000000,90.000000,bottom
"U8","W25Q16JVSSIQ","SOIC-8_WIDE(rot90)",0.000000,-13.335000,270.000000,bottom
"U9","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",26.670000,13.335000,270.000000,bottom
"U10","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",-26.670000,13.335000,270.000000,bottom
"U11","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",26.670000,-13.335000,270.000000,bottom
"U12","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",-26.670000,-13.335000,270.000000,bottom
"U13","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",26.670000,-40.005000,270.000000,bottom
"U14","74HC165","SOIC-16_3.9x9.9mm_P1.27mm(rot90)",-26.670000,-40.005000,270.000000,bottom
"Y1","N.F.16Mhz","Crystal_SMD_3215-2Pin_3.2x1.5mm",2.000000,5.000000,270.000000,bottom
